Date,Open,High,Low,Close,Adj Close,Volume
2013-03-13,105.75,106.05,104.36,104.43,104.43,69928090
2013-03-14,104.43,105.55,103.75,104.81,104.81,70817130
2013-03-15,105.6,105.94,104.05,104.42,104.42,66847700
2013-03-18,102.5,102.59,99.3,100.46,100.46,139264040
2013-03-19,100.46,101.3,98.86,99.72,99.72,112775060
2013-03-20,99.5,102.44,99.43,102.38,102.38,126361810
2013-03-21,102.8,103.52,101.57,101.7,101.7,83767320
2013-03-22,101.04,101.19,99.21,99.37,99.37,97056470
2013-03-25,100.48,101.18,98.44,98.7,98.7,83351250
2013-03-26,98.73,99.3,96.81,97.11,97.11,119768650
2013-03-27,97.98,98.07,95.7,96.87,96.87,125873080
2013-03-28,96.37,98.74,95.35,98.6,98.6,123599190
2013-03-29,98.99,99.32,98.22,98.86,98.86,25099990
2013-04-01,98.25,99.49,97.75,98.03,98.03,40317820
2013-04-02,98.04,99.42,97.79,99.12,99.12,82899440
2013-04-03,99.03,99.67,98.6,99.46,99.46,66440260
2013-04-04,98.86,101.1,98.34,99.93,99.93,96675530
2013-04-05,99.95,100.7,98.36,99.26,99.26,69637880
2013-04-08,99.77,100.79,99.66,100.47,100.47,53432410
2013-04-09,101.12,102.69,100.65,102.5,102.5,67455290
2013-04-10,103.0,103.55,102.13,103.37,103.37,76389700
2013-04-11,103.63,103.74,101.8,102.4,102.4,63127020
2013-04-12,100.0,100.28,98.16,98.36,98.36,63452680
2013-04-15,97.38,97.83,95.05,95.62,95.62,91872480
2013-04-16,95.0,96.92,94.8,95.82,95.82,79114270
2013-04-17,96.05,96.72,93.7,94.46,94.46,77193560
2013-04-18,94.42,96.48,94.21,95.44,95.44,73686310
2013-04-19,96.22,97.6,95.63,96.4,96.4,64959290
2013-04-22,97.06,98.05,94.67,95.05,95.05,62363220
2013-04-23,95.0,96.58,94.0,96.52,96.52,73617450
2013-04-24,96.88,98.76,96.49,97.96,97.96,90585880
2013-04-25,98.05,99.4,96.2,96.47,96.47,91998510
2013-04-26,96.1,96.98,95.07,95.8,95.8,59957310
2013-04-29,95.6,96.84,94.65,94.66,94.66,40530500
2013-04-30,95.48,99.31,94.6,99.11,99.11,90607000
2013-05-02,98.05,101.28,98.05,100.86,100.86,49345740
2013-05-03,101.3,103.01,100.5,103.0,103.0,52655330
2013-05-06,103.35,103.38,102.01,102.49,102.49,51588540
2013-05-07,102.2,105.4,101.62,105.23,105.23,104996430
2013-05-08,105.04,105.9,104.25,105.76,105.76,60044960
2013-05-10,105.17,105.89,103.52,103.57,103.57,32329670
2013-05-13,103.52,103.93,101.9,103.22,103.22,84124260
2013-05-14,103.1,104.9,102.8,103.95,103.95,59642740
2013-05-15,104.5,104.58,102.34,103.12,103.12,63053590
2013-05-16,103.32,103.95,102.24,102.37,102.37,55045550
2013-05-17,102.5,105.33,101.8,105.19,105.19,74455950
2013-05-20,105.6,107.19,105.17,106.65,106.65,76237300
2013-05-21,106.5,109.39,105.87,108.86,108.86,77406660
2013-05-22,108.85,111.44,108.85,110.74,110.74,106411260
2013-05-23,108.87,108.95,105.53,105.55,105.55,94219990
2013-05-24,106.0,106.49,102.38,103.08,103.08,108569620
2013-05-27,103.47,103.79,102.04,102.87,102.87,47531440
2013-05-28,103.21,104.87,103.2,104.1,104.1,66309630
2013-05-29,103.48,103.55,99.9,99.96,99.96,84541590
2013-05-30,100.0,100.98,98.78,100.07,100.07,79554460
2013-05-31,100.5,100.77,97.75,99.05,99.05,86352420
2013-06-03,97.79,100.65,96.88,98.7,98.7,102246100
2013-06-04,99.73,101.5,98.73,98.79,98.79,79724570
2013-06-05,98.21,99.2,97.2,97.5,97.5,80543680
2013-06-06,97.24,98.15,96.3,96.8,96.8,65827520
2013-06-07,97.62,99.56,96.93,99.2,99.2,79913150
2013-06-10,99.8,100.63,97.41,97.8,97.8,68514380
2013-06-11,97.5,98.47,94.02,94.66,94.66,96754930
2013-06-13,92.8,93.49,90.37,91.77,91.77,119335820
2013-06-14,92.97,94.09,91.42,93.7,93.7,88549740
2013-06-17,94.05,95.95,93.9,95.64,95.64,79176990
2013-06-18,95.3,96.9,95.08,96.37,96.37,63808010
2013-06-19,96.18,96.57,94.08,94.57,94.57,63191980
2013-06-20,92.87,92.89,91.1,91.3,91.3,103325670
2013-06-21,90.91,93.18,90.1,91.5,91.5,79972720
2013-06-24,90.43,91.7,88.54,88.88,88.88,91754450
2013-06-25,89.0,90.64,88.81,89.57,89.57,88493130
2013-06-26,89.99,92.65,89.3,92.51,92.51,94537680
2013-06-27,93.05,93.74,91.88,93.24,93.24,76612830
2013-06-28,93.91,94.65,92.25,93.68,93.68,81701190
2013-07-01,93.83,95.65,93.01,95.42,95.42,66466070
2013-07-02,95.26,95.77,94.07,94.8,94.8,55404680
2013-07-03,94.02,94.12,92.7,93.04,93.04,55720100
2013-07-04,93.51,94.59,92.32,93.95,93.95,58629700
2013-07-05,94.5,94.86,92.85,93.2,93.2,69156910
2013-07-08,92.8,93.47,91.8,92.84,92.84,53667990
2013-07-09,93.5,93.63,92.0,92.39,92.39,48534400
2013-07-10,92.4,92.76,90.75,91.14,91.14,51969480
2013-07-11,92.06,95.57,92.05,95.51,95.51,112549270
2013-07-12,95.45,98.75,95.17,98.57,98.57,119862270
2013-07-15,98.8,100.45,98.45,99.9,99.9,105744860
2013-07-16,99.9,101.36,99.1,99.47,99.47,90129290
2013-07-17,99.32,101.3,98.75,101.15,101.15,71793100
2013-07-18,101.01,101.5,97.93,98.39,98.39,97311180
2013-07-19,98.0,101.26,97.66,99.99,99.99,83914140
2013-07-22,100.0,100.43,97.75,97.77,97.77,73008260
2013-07-23,98.43,99.04,96.75,96.85,96.85,75228480
2013-07-24,96.92,97.48,95.7,96.46,96.46,98477810
2013-07-25,96.2,96.97,95.56,95.77,95.77,85607870
2013-07-26,96.45,96.7,94.75,94.81,94.81,80184350
2013-07-29,94.78,95.6,94.22,94.28,94.28,45758900
2013-07-30,94.5,95.08,93.75,94.06,94.06,57792160
2013-07-31,94.06,95.59,93.66,95.23,95.23,64128810
2013-08-01,95.96,97.0,95.8,96.84,96.84,56403880
2013-08-02,97.37,97.89,95.63,96.99,96.99,63981400
2013-08-05,96.9,97.47,96.02,96.22,96.22,39862480
2013-08-06,95.8,96.19,94.63,94.71,94.71,40542700
2013-08-07,94.31,95.28,94.07,94.41,94.41,52969490
2013-08-08,94.85,95.22,93.32,94.02,94.02,53362390
2013-08-09,94.5,95.78,93.93,95.7,95.7,59579140
2013-08-12,95.75,96.37,94.76,96.24,96.24,50570300
2013-08-13,96.51,97.95,96.45,97.39,97.39,66260480
2013-08-14,97.5,98.25,97.13,98.0,98.0,55342200
2013-08-15,97.63,97.96,95.2,95.42,95.42,65753530
2013-08-16,95.77,95.83,93.57,93.8,93.8,77257220
2013-08-19,94.0,94.41,93.24,93.6,93.6,65107260
2013-08-20,92.91,92.92,91.5,91.75,91.75,86553620
2013-08-21,91.85,92.61,89.9,90.63,90.63,102752580
2013-08-22,89.94,92.55,89.8,92.08,92.08,88208630
2013-08-23,92.4,92.8,91.56,91.91,91.91,57170500
2013-08-26,92.4,92.85,90.82,91.29,91.29,38701780
2013-08-27,90.62,90.95,89.7,90.06,90.06,75396180
2013-08-28,89.71,90.41,88.65,89.39,89.39,89337010
2013-08-29,89.71,90.65,89.32,89.82,89.82,61758140
2013-08-30,90.05,90.05,87.75,88.23,88.23,67274570
2013-09-02,88.96,90.04,88.53,89.48,89.48,46206200
2013-09-03,89.99,91.12,89.61,90.45,90.45,87953920
2013-09-04,90.09,90.57,89.4,90.33,90.33,52920680
2013-09-05,90.8,93.18,90.21,92.78,92.78,113375290
2013-09-06,92.73,95.0,91.77,92.47,92.47,167514290
2013-09-09,93.01,95.06,93.01,94.81,94.81,127372070
2013-09-10,95.49,96.92,94.88,96.55,96.55,118417470
2013-09-11,96.45,96.73,95.25,95.5,95.5,68867470
2013-09-12,95.98,96.14,94.24,95.53,95.53,80569980
2013-09-13,95.0,95.89,94.64,95.82,95.82,57993190
2013-09-16,96.76,99.04,96.71,98.97,98.97,112092070
2013-09-17,98.38,99.6,97.89,99.6,99.6,69417120
2013-09-18,99.6,100.63,99.03,99.79,99.79,109579560
2013-09-19,102.5,103.63,101.89,102.33,102.33,160727340
2013-09-20,101.63,102.61,101.37,102.36,102.36,80174540
